# Data file generated by gp_save.m
# 
328.38	-0.48407	0.0026943	4.4857	-0.45727	-0.45575	-0.45607	-0.44747	-0.48427	1.1155	1.7214	-0.19141	-0.49362	-0.49112	-0.48988	-0.48688	-0.47129	-0.49362	-0.49362	-0.49362	-0.49362	-0.49362	-0.49476
333.76	-0.46351	0.0027363	4.4766	-0.43681	-0.4353	-0.43561	-0.4271	-0.46342	1.1467	1.7254	0.19884	-0.46384	-0.46136	-0.46014	-0.45708	-0.44238	-0.46384	-0.46384	-0.46384	-0.46384	-0.46384	-0.46506
339.15	-0.44209	0.0027604	4.4672	-0.41554	-0.41405	-0.41436	-0.40596	-0.44171	1.1769	1.7293	0.56324	-0.43494	-0.43249	-0.43129	-0.42817	-0.41441	-0.43494	-0.43494	-0.43494	-0.43494	-0.43495	-0.43626
344.53	-0.41981	0.0027669	4.4578	-0.39346	-0.39199	-0.39228	-0.38402	-0.41912	1.2063	1.7331	0.90362	-0.40676	-0.40433	-0.40316	-0.39999	-0.38721	-0.40676	-0.40676	-0.40676	-0.40676	-0.40676	-0.40818
349.91	-0.39664	0.0027559	4.4481	-0.37056	-0.3691	-0.36939	-0.36127	-0.39566	1.2351	1.7368	1.2216	-0.37911	-0.37672	-0.37558	-0.37237	-0.36059	-0.37911	-0.37911	-0.37911	-0.37911	-0.37912	-0.38064
355.3	-0.3726	0.0027278	4.4383	-0.34683	-0.3454	-0.34568	-0.33772	-0.37132	1.2632	1.7403	1.5185	-0.35188	-0.34953	-0.34842	-0.34517	-0.33444	-0.35188	-0.35188	-0.35188	-0.35188	-0.35189	-0.35351
360.68	-0.34772	0.0026833	4.4284	-0.32231	-0.32091	-0.32117	-0.3134	-0.34614	1.2909	1.7436	1.7957	-0.32496	-0.32265	-0.32158	-0.3183	-0.30865	-0.32496	-0.32496	-0.32496	-0.32496	-0.32497	-0.32669
366.06	-0.32204	0.0026235	4.4183	-0.29704	-0.29566	-0.29592	-0.28834	-0.32015	1.3182	1.7467	2.0542	-0.29828	-0.29601	-0.29497	-0.29167	-0.28313	-0.29828	-0.29828	-0.29828	-0.29828	-0.29828	-0.30008
371.45	-0.2956	0.0025501	4.408	-0.27106	-0.26972	-0.26996	-0.2626	-0.29342	1.3451	1.7496	2.295	-0.27179	-0.26957	-0.26857	-0.26525	-0.25784	-0.27179	-0.27179	-0.27179	-0.27179	-0.27179	-0.27366
376.83	-0.26849	0.0024652	4.3975	-0.24445	-0.24314	-0.24337	-0.23623	-0.266	1.3717	1.7523	2.5191	-0.24549	-0.24332	-0.24237	-0.23903	-0.23278	-0.24549	-0.24549	-0.24549	-0.24549	-0.24549	-0.24741
382.21	-0.24076	0.0023715	4.3869	-0.21727	-0.216	-0.21622	-0.20931	-0.23798	1.3978	1.7548	2.7271	-0.2194	-0.2173	-0.21638	-0.21304	-0.20796	-0.2194	-0.2194	-0.2194	-0.2194	-0.2194	-0.22136
387.6	-0.21253	0.0022723	4.3761	-0.18963	-0.18839	-0.1886	-0.18194	-0.20945	1.4236	1.757	2.9199	-0.19358	-0.19154	-0.19067	-0.18732	-0.18344	-0.19358	-0.19358	-0.19358	-0.19358	-0.19358	-0.19555
392.98	-0.18387	0.0021715	4.3651	-0.16161	-0.16041	-0.16061	-0.15421	-0.18051	1.4488	1.759	3.0979	-0.1681	-0.16612	-0.1653	-0.16196	-0.15928	-0.1681	-0.1681	-0.1681	-0.1681	-0.1681	-0.17008
398.36	-0.15491	0.0020734	4.354	-0.13332	-0.13217	-0.13235	-0.12622	-0.15126	1.4736	1.7607	3.2618	-0.14306	-0.14115	-0.14038	-0.13704	-0.13559	-0.14306	-0.14306	-0.14306	-0.14306	-0.14306	-0.14503
403.75	-0.12576	0.0019824	4.3427	-0.10487	-0.10376	-0.10393	-0.098089	-0.12183	1.4977	1.7621	3.4121	-0.11857	-0.11674	-0.11601	-0.11268	-0.11246	-0.11857	-0.11857	-0.11857	-0.11857	-0.11857	-0.12054
