# Data file generated by gp_save.m
# 
608.31	0.19545	1.6619	0.0086705	1.7635	0.18008	0.020058	0.18008	0.020056	0.18009	0.020028	0.20031	0.040282	-1.4344	-1.7771	-0.19926	-1.9012
613.7	0.18738	1.6638	0.0087369	1.7624	0.17131	0.021776	0.17131	0.021773	0.17132	0.021741	0.19191	0.04237	-1.423	-1.753	-0.18941	-1.8853
619.08	0.17879	1.6653	0.0087834	1.7611	0.16207	0.023109	0.16207	0.023105	0.16207	0.023069	0.18298	0.044018	-1.4115	-1.7287	-0.18015	-1.8701
624.46	0.16976	1.6664	0.0088104	1.7596	0.15241	0.023989	0.15241	0.023985	0.15242	0.023942	0.17358	0.045158	-1.3998	-1.7043	-0.17148	-1.8556
629.85	0.16035	1.6669	0.0088188	1.7581	0.14242	0.024352	0.14242	0.024348	0.14244	0.024299	0.1638	0.045725	-1.3879	-1.6798	-0.16343	-1.8419
635.23	0.15064	1.667	0.00881	1.7564	0.13218	0.024143	0.13218	0.02414	0.13219	0.024084	0.1537	0.045663	-1.376	-1.6552	-0.15601	-1.829
640.61	0.1407	1.6664	0.0087856	1.7547	0.12174	0.023316	0.12174	0.023314	0.12175	0.023249	0.14335	0.044926	-1.364	-1.6305	-0.14923	-1.8169
646	0.13059	1.6652	0.0087478	1.7529	0.11118	0.021832	0.11118	0.021831	0.11119	0.021757	0.13282	0.043475	-1.352	-1.6058	-0.14312	-1.8056
651.38	0.12038	1.6633	0.0086991	1.751	0.10057	0.019665	0.10057	0.019666	0.10058	0.019581	0.12218	0.041283	-1.3399	-1.5812	-0.13767	-1.7951
656.76	0.11013	1.6609	0.0086422	1.7491	0.089961	0.016801	0.089961	0.016804	0.089972	0.016708	0.11149	0.038335	-1.3279	-1.5566	-0.1329	-1.7855
662.15	0.099904	1.6577	0.0085799	1.7471	0.079426	0.013236	0.079426	0.013241	0.079437	0.013133	0.10081	0.034628	-1.3158	-1.5321	-0.12883	-1.7767
667.53	0.089758	1.6539	0.0085151	1.7451	0.069017	0.0089823	0.069017	0.0089873	0.069028	0.0088668	0.090204	0.030174	-1.3039	-1.5077	-0.12545	-1.7689
672.91	0.079744	1.6495	0.0084507	1.7431	0.05879	0.0040613	0.05879	0.0040665	0.058799	0.0039329	0.079718	0.024994	-1.292	-1.4834	-0.12277	-1.7618
678.3	0.069912	1.6445	0.0083897	1.7411	0.048792	-0.0014907	0.048792	-0.001486	0.048802	-0.0016334	0.069405	0.019126	-1.2803	-1.4593	-0.1208	-1.7557
683.68	0.060306	1.639	0.0083347	1.7391	0.039071	-0.0076257	0.039071	-0.0076222	0.03908	-0.0077839	0.059311	0.012618	-1.2687	-1.4354	-0.11954	-1.7505
689.06	0.050968	1.633	0.0082885	1.7372	0.029668	-0.014284	0.029668	-0.014282	0.029676	-0.014459	0.04948	0.0055301	-1.2572	-1.4118	-0.11899	-1.7462
694.45	0.041934	1.6265	0.0082533	1.7352	0.020619	-0.021394	0.020619	-0.021395	0.020628	-0.021587	0.039949	-0.002065	-1.2459	-1.3884	-0.11916	-1.7427
699.83	0.033237	1.6196	0.0082317	1.7333	0.011957	-0.028877	0.011957	-0.028879	0.011968	-0.029087	0.030751	-0.010086	-1.2349	-1.3653	-0.12003	-1.7402
705.21	0.024906	1.6125	0.0082257	1.7315	0.0037119	-0.036643	0.0037119	-0.036647	0.0037242	-0.03687	0.021917	-0.018442	-1.224	-1.3425	-0.12162	-1.7386
710.6	0.016964	1.6051	0.0082373	1.7296	-0.004094	-0.044596	-0.004094	-0.044601	-0.0040784	-0.044839	0.013471	-0.027036	-1.2134	-1.32	-0.12391	-1.7378
715.98	0.0094315	1.5976	0.0082685	1.7278	-0.011441	-0.052635	-0.011441	-0.052641	-0.011421	-0.052894	0.0054352	-0.035765	-1.2031	-1.2979	-0.12689	-1.738
721.36	0.0023235	1.5901	0.008321	1.7261	-0.018313	-0.060657	-0.018313	-0.060663	-0.018287	-0.060929	-0.0021745	-0.044525	-1.193	-1.2763	-0.13057	-1.739
726.75	-0.0043484	1.5826	0.0083965	1.7244	-0.024699	-0.068556	-0.024699	-0.068561	-0.024665	-0.068841	-0.009345	-0.053207	-1.1832	-1.255	-0.13493	-1.741
732.13	-0.010577	1.5752	0.0084966	1.7227	-0.030593	-0.076231	-0.030593	-0.076234	-0.03055	-0.076525	-0.016067	-0.061709	-1.1738	-1.2341	-0.13997	-1.7437
737.51	-0.016357	1.5681	0.0086226	1.7211	-0.03599	-0.083581	-0.03599	-0.083582	-0.035936	-0.083884	-0.022336	-0.069928	-1.1647	-1.2137	-0.14567	-1.7474
742.9	-0.02169	1.5612	0.0087757	1.7195	-0.040892	-0.090514	-0.040892	-0.090512	-0.040825	-0.090826	-0.02815	-0.07777	-1.1559	-1.1938	-0.15202	-1.7519
748.28	-0.026578	1.5547	0.008957	1.718	-0.045302	-0.096946	-0.045302	-0.096943	-0.04522	-0.097268	-0.03351	-0.085151	-1.1475	-1.1744	-0.15901	-1.7572
753.66	-0.031027	1.5486	0.0091672	1.7165	-0.049227	-0.10281	-0.049227	-0.1028	-0.049129	-0.10314	-0.038421	-0.091995	-1.1394	-1.1556	-0.16663	-1.7633
759.05	-0.035046	1.543	0.0094067	1.715	-0.052678	-0.10804	-0.052678	-0.10803	-0.052561	-0.10839	-0.042891	-0.098244	-1.1317	-1.1372	-0.17486	-1.7703
764.43	-0.038646	1.5379	0.0096758	1.7135	-0.055666	-0.11259	-0.055666	-0.11259	-0.05553	-0.11297	-0.04693	-0.10385	-1.1244	-1.1194	-0.18368	-1.778
769.81	-0.041842	1.5333	0.0099742	1.7121	-0.058206	-0.11645	-0.058206	-0.11645	-0.05805	-0.11686	-0.050549	-0.10879	-1.1175	-1.1022	-0.19307	-1.7865
775.2	-0.044648	1.5292	0.010301	1.7107	-0.060317	-0.11961	-0.060317	-0.11961	-0.060139	-0.12006	-0.053764	-0.11306	-1.1111	-1.0856	-0.20302	-1.7957
780.58	-0.047083	1.5257	0.010656	1.7093	-0.062016	-0.12208	-0.062016	-0.12208	-0.061816	-0.12258	-0.056591	-0.11665	-1.105	-1.0696	-0.21351	-1.8056
